﻿Plant_ID,Type,Scientific_Name,Scientific_Name_With_Authors,Common_Name,Family,Genus,Species,Species_Author,Infraspecies,Infraspecies_Author,Native,Naturalized,CoC,Endemic,Persisting,Status_State,Status_US,nwpl_emp,nwpl_ncne,State_Rank,Global_Rank,Category,Habitat,Growth_Habit,Duration
6590,Accepted Name,Cornus canadensis,Cornus canadensis L.,bunchberry,Cornaceae,Cornus,canadensis,L.,,,Y,,8,N,Y,,,FAC,FAC,S4S5,,Vascular,"Cool northern coniferous, hardwood, or mixed forests; on hummocks in swamps and bogs; sub-alpine forests; and edges of forests. Very common in the northern and cooler parts of New York, becoming rare and scattered in the southern and warmer parts of New York.",Herbaceous,Perennial
6591,Accepted Name,Cornus florida,Cornus florida L.,flowering dogwood,Cornaceae,Cornus,florida,L.,,,Y,,7,N,Y,,,FACU,FACU,S4S5,,Vascular,"Understories of hardwood forests, forest edges, and woodlands in mesic to dry soils. Also in cultivation.",Tree,Perennial
895,Accepted Name,Cornus racemosa,Cornus racemosa Lam.,"gray dogwood, red-panicled dogwood",Cornaceae,Cornus,racemosa,Lam.,,,Y,,2,N,Y,,,FAC,FAC,S5,G5?,Vascular,"Old fields, shrub thickets, shrub swamps, hummocks in swamps, and hedgerows. Occurs both in uplands and wetlands.","Tree, Shrub",Perennial
890,Accepted Name,Cornus rugosa,Cornus rugosa Lam.,round-leaved dogwood,Cornaceae,Cornus,rugosa,Lam.,,,Y,,7,N,Y,,,,,S5,G5,Vascular,"Bluffs, rocky slopes, and talus as an understory shrub in woodlands and forests. Usually somewhat restricted in distribution at a site and preferring the specific niches listed.","Tree, Shrub",Perennial
891,Accepted Name,Cornus sericea,Cornus sericea L.,red-osier dogwood,Cornaceae,Cornus,sericea,L.,,,Y,,6,N,Y,,,FACW,FACW,S5,G5,Vascular,"Shrub swamps, fens, marshes, and edges of ponds and streams often in calcareous soils but not restricted to these soils.","Tree, Shrub",Perennial
6289,Accepted Name,Corydalis aurea ssp. aurea,Corydalis aurea Willd. ssp. aurea,golden corydalis,Papaveraceae,Corydalis,aurea,Willd.,ssp. aurea,,Y,,9,N,Y,Threatened-State,,,,S2,,Vascular,"Dry to wet bluffs, cliffs, and ledges on calcareous bedrock sometimes with Thuja occidentalis.",Herbaceous,Perennial
1534,Accepted Name,Corydalis flavula,Corydalis flavula (Raf.) DC.,yellow corydalis,Papaveraceae,Corydalis,flavula,(Raf.) DC.,,,Y,,7,N,Y,Rare-State,,FACU,FACU,S3,G5,Vascular,"Mostly on or adjacent to rock outcrops on rocky summits, woodlands, and ridges. Usually in dry sites with sparse or no tree canopy. Soils are perhaps slightly calcareous. To the south of New York this species also occurs in rich alluvial forests and thickets.",Forb/herb,Annual
543,Accepted Name,Corylus americana,Corylus americana Walter,American hazelnut,Betulaceae,Corylus,americana,Walter,,,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Edges of swamps, alluvial thickets, and weedy thickets.",Shrub,Perennial
544,Accepted Name,Corylus cornuta ssp. cornuta,Corylus cornuta Marshall ssp. cornuta,beaked hazelnut,Betulaceae,Corylus,cornuta,Marshall,ssp. cornuta,,Y,,7,N,Y,,,FACU,FACU,S5,G5,Vascular,"An understory shrub in deciduous and mixed deciduous coniferous forests. Also occurs on forest edges, cut forests, and in thickets. Generally grows in thin poor soils.","Tree, Shrub",Perennial
3032,Accepted Name,Coryphopteris simulata,Coryphopteris simulata (Davenp.) S.E. Fawc.,Massachusetts fern,Thelypteridaceae,Coryphopteris,simulata,(Davenp.) S.E. Fawc.,,,Y,,8,N,Y,,,FACW,FACW,S3,G4G5,Vascular,,Forb/herb,Perennial
908,Accepted Name,Crassula aquatica,Crassula aquatica (L.) Schönland,pygmyweed,Crassulaceae,Crassula,aquatica,(L.) Schönland,,,Y,,10,N,Y,Endangered-State,,OBL,OBL,S1,G5,Vascular,Fresh to brackish tidal marshes in open mud flats and cobbles. A diminutive plant often growing on the edge of or without tall herbaceous plants.,Forb/herb,Annual
2793,Accepted Name,Crataegus succulenta var. succulenta,Crataegus succulenta Schrad. ex Link var. succulenta,succulent hawthorn,Rosaceae,Crataegus,succulenta,Schrad. ex Link,var. succulenta,,Y,,2,N,Y,,,,,S4,G5,Vascular,,"Tree, Shrub",Perennial
1609,Accepted Name,Crepidomanes intricatum,Crepidomanes intricatum (Farrar) Ebihara & Weakley,weft fern,Hymenophyllaceae,Crepidomanes,intricatum,(Farrar) Ebihara & Weakley,,,Y,,10,N,Y,Endangered-State,,,,S1,G3G4,Vascular,,Forb/herb,Perennial
6403,Accepted Name,Crocanthemum canadense,Crocanthemum canadense (L.) Britton,"Canada frostweed, Canada rock rose",Cistaceae,Crocanthemum,canadense,(L.) Britton,,,Y,,6,N,Y,,,,,S5,,Vascular,"Woodlands and barrens, utility rights-of-way, rocky summits, open bluffs, and fields on thin or sandy soils. Usually in open habitats with acidic, thin or coarse soils and without adjacent dense and tall herbaceous cover.",Herbaceous,Perennial
6542,Accepted Name,Crotalaria sagittalis,Crotalaria sagittalis L.,common rattlebox,Fabaceae,Crotalaria,sagittalis,L.,,,Y,,0,N,Y,Endangered-State,,,,S1,,Vascular,Sandy open disturbed sites surrounded by forests.,Herbaceous,Annual
2549,Accepted Name,Cryptogramma stelleri,Cryptogramma stelleri (S.G. Gmel.) Prantl,"slender cliffbrake, Steller’s cliffbrake",Pteridaceae,Cryptogramma,stelleri,(S.G. Gmel.) Prantl,,,Y,,9,N,Y,,,FACU,FACU,S4,G5,Vascular,"Shaded cliffs and ledges on calcareous rock, often in moist or wet areas.",Forb/herb,Perennial
78,Accepted Name,Cryptotaenia canadensis,Cryptotaenia canadensis (L.) DC.,honewort,Apiaceae,Cryptotaenia,canadensis,(L.) DC.,,,Y,,6,N,Y,,,FAC,FAC,S5,G5,Vascular,Wet to mesic forests and thickets often in rich soils.  It does well in bottomlands and weedy alluvial soils. It occasionally occurs in slightly more open areas but prefers shade.,Forb/herb,Perennial
1891,Accepted Name,Cuphea viscosissima,Cuphea viscosissima Jacq.,clammy waxweed,Lythraceae,Cuphea,viscosissima,Jacq.,,,Y,,1,N,Y,,,FAC,FACU,S4,G5?,Vascular,,Forb/herb,Annual
933,Accepted Name,Cuscuta cephalanthi,Cuscuta cephalanthi Engelm.,buttonbush dodder,Convolvulaceae,Cuscuta,cephalanthi,Engelm.,,,Y,,10,N,Y,Endangered-State,,,,S1,G5,Vascular,,"Vine, Forb/herb",Perennial
930,Accepted Name,Cuscuta coryli,Cuscuta coryli Englem.,hazel dodder,Convolvulaceae,Cuscuta,coryli,Englem.,,,Y,,10,N,Y,,,,,S4,G5,Vascular,,"Vine, Forb/herb",Perennial
928,Accepted Name,Cuscuta gronovii var. gronovii,Cuscuta gronovii Willd. ex Roem. & Schult. var. gronovii,common dodder,Convolvulaceae,Cuscuta,gronovii,Willd. ex Roem. & Schult.,var. gronovii,,Y,,4,N,Y,,,,,S5,G5,Vascular,"Shores of streams and rivers, marshes, and wet thickets. The most common Cuscuta in New York, growing in a wide variety of wetland habitats but usually in areas without a tree canopy.","Vine, Forb/herb",Perennial
1056,Accepted Name,Cyperus bipartitus,Cyperus bipartitus Torr.,shining flat sedge,Cyperaceae,Cyperus,bipartitus,Torr.,,,Y,,4,N,Y,,,FACW,FACW,S5,G5,Vascular,"Edges of lakes, ponds, and streams; edges of fresh to somewhat brackish tidal marshes; and wet thickets. Occurs primarily in open exposed soils on edges of water bodies including gravel and mud flat that are exposed when water levels recede.",Graminoid,Annual
6785,Accepted Name,Cyperus erythrorhizos,Cyperus erythrorhizos Muhl.,red-rooted flat sedge,Cyperaceae,Cyperus,erythrorhizos,Muhl.,,,Y,,6,N,Y,Rare-State,,FACW,OBL,S4,,Vascular,Shores of lakes and fresh tidal rivers.,Herbaceous,Annual
984,Accepted Name,Cyperus esculentus var. leptostachyus,Cyperus esculentus L. var. leptostachyus Boeck.,common yellow nut sedge,Cyperaceae,Cyperus,esculentus,L.,var. leptostachyus,Boeck.,Y,,1,N,Y,,,FACW,FACW,SNR,,Vascular,"Shores and gravel bars of streams, roadsides, disturbed soils, and waste places including urban settings.",Graminoid,Perennial
1066,Accepted Name,Cyperus lupulinus ssp. macilentus,Cyperus lupulinus (Spreng.) Marcks ssp. macilentus (Fernald) Marcks,eastern flat sedge,Cyperaceae,Cyperus,lupulinus,(Spreng.) Marcks,ssp. macilentus,(Fernald) Marcks,Y,,4,N,Y,,,UPL,FACU,S5,G5T5?,Vascular,"The more common subspecies in New York. Occurs in a variety of open sandy or coarse soil habitats including roadsides, sandy shores of lakes and rivers, rock outcrops in forests, and disturbed soils.",Graminoid,Perennial
6781,Accepted Name,Cyperus odoratus,Cyperus odoratus L.,fragrant flat sedge,Cyperaceae,Cyperus,odoratus,L.,,,Y,,6,N,Y,Rare-State,,FACW,OBL,S4,,Vascular,,Herbaceous,Annual
1070,Accepted Name,Cyperus squarrosus,Cyperus squarrosus L.,awned flat sedge,Cyperaceae,Cyperus,squarrosus,L.,,,Y,,2,N,Y,,,FACW,OBL,S5,G5,Vascular,Shores of rivers and wet disturbed soils.,Graminoid,Annual
1071,Accepted Name,Cyperus strigosus,Cyperus strigosus L.,false yellow nut sedge,Cyperaceae,Cyperus,strigosus,L.,,,Y,,3,N,Y,,,FACW,FACW,S5,G5,Vascular,"Shores of lakes and streams, roadsides, railroad edges, disturbed soils, cultivated ground, and waste places. One of the most common Cyperus species in New York.",Graminoid,Perennial
2021,Accepted Name,Cypripedium acaule,Cypripedium acaule Aiton,pink lady’s slipper,Orchidaceae,Cypripedium,acaule,Aiton,,,Y,,5,N,Y,,,FACU,FACW,S4,G5,Vascular,Acidic mesic to dry-mesic forests often with pine or hemlock. Usually in areas where the adjacent herbaceous layer is sparse. Sometimes on roadsides and young successional forests. Populations size and density varies considerably. Often on hilltops and upper slopes but not restricted to these sites.,Forb/herb,Perennial
2041,Accepted Name,Cypripedium parviflorum var. parviflorum,Cypripedium parviflorum Salisb. var. parviflorum,southern small yellow lady’s slipper,Orchidaceae,Cypripedium,parviflorum,Salisb.,var. parviflorum,,Y,,10,N,Y,Endangered-State,,FACW,FAC,SH,G5T3T4,Vascular,,Forb/herb,Perennial
1998,Accepted Name,Cypripedium parviflorum var. pubescens,Cypripedium parviflorum Salisb. var. pubescens (Willd.) O.W. Knight,large yellow lady’s slipper,Orchidaceae,Cypripedium,parviflorum,Salisb.,var. pubescens,(Willd.) O.W. Knight,Y,,10,N,Y,,,FACW,FAC,S4,G5T5,Vascular,Rich fens and calcareous mesic forests. Predominately in upland sites.,Forb/herb,Perennial
6665,Accepted Name,Cypripedium reginae,Cypripedium reginae Walter,showy lady’s slipper,Orchidaceae,Cypripedium,reginae,Walter,,,Y,,9,N,Y,,,FACW,FACW,S3,,Vascular,"Rich fens, cedar swamps, and rich calcareous swamps. Often populations are rather small but occasional populations can be extensive and large.",Herbaceous,Perennial
1261,Accepted Name,Cystopteris bulbifera,Cystopteris bulbifera (L.) Bernh.,bulblet fern,Cystopteridaceae,Cystopteris,bulbifera,(L.) Bernh.,,,Y,,8,N,Y,,,FAC,FACW,S5,G5,Vascular,"Calcareous drippy cliffs and ledges, talus slopes, and rich mesic to wet forests. Occurs primarily on calcareous soils and/or bedrock. It has an affinity for rocks but occasionally occurs in deep non-rocky soils. On drippy cliffs and ledges it can form dense vertical patches.",Fern,Perennial
6262,Accepted Name,Cystopteris fragilis,Cystopteris fragilis (L.) Bernh.,fragile fern,Cystopteridaceae,Cystopteris,fragilis,(L.) Bernh.,,,Y,,7,N,Y,,,FACU,FACU,S4,,Vascular,"Wet cliffs and ledges, and sometime in soil below rock outcrops.",Herbaceous,Perennial
1254,Accepted Name,Cystopteris tenuis,Cystopteris tenuis (Michx.) Desv.,Mackay’s fragile fern,Cystopteridaceae,Cystopteris,tenuis,(Michx.) Desv.,,,Y,,7,N,Y,,,,,S4,G4G5,Vascular,"Wet cliffs and ledges, shale and fine talus slopes, and sometimes in soil of forested slopes not associated with rocks.",Fern,Perennial
2382,Accepted Name,Danthonia compressa,Danthonia compressa Austin,northern oat grass,Poaceae,Danthonia,compressa,Austin,,,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Edges of woodland roads and paths, openings in forests, often in thin acidic soils.",Graminoid,Perennial
2381,Accepted Name,Danthonia spicata,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.,poverty grass,Poaceae,Danthonia,spicata,(L.) P. Beauv. ex Roem. & Schult.,,,Y,,5,N,Y,,,,,S5,G5,Vascular,"Forest edges, thin canopied forest, and primarily open habitats including the rims of rock outcrops and cliffs with thin rocky or gravelly soils often where the adjacent herbaceous vegetation is not dense or tall.",Graminoid,Perennial
2705,Accepted Name,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,shrubby cinquefoil,Rosaceae,Dasiphora,fruticosa,(L.) Rydb.,,,Y,,9,N,Y,,,FACW,FACW,S4,,Vascular,"Calcareous cliffs, ledges, rocky river shores, seeps, and swamps, rich fens. A plant of calcareous regions.",Shrub,Perennial
1893,Accepted Name,Decodon verticillatus,Decodon verticillatus (L.) Elliott,water willow,Lythraceae,Decodon,verticillatus,(L.) Elliott,,,Y,,7,N,Y,,,OBL,OBL,S5,G5,Vascular,"On the edges of ponds and lakes, swamps, and wet thickets. Occasionally in Sphagnum dominated peatlands. Sometimes forming dense impenetrable thickets in shallow to deep water.","Subshrub, Shrub",Perennial
1881,Accepted Name,Dendrolycopodium dendroideum,Dendrolycopodium dendroideum (Michx.) A. Haines,"prickly tree clubmoss, northern tree clubmoss",Lycopodiaceae,Dendrolycopodium,dendroideum,(Michx.) A. Haines,,,Y,,5,N,Y,,,FACU,FACU,S5,G5,Vascular,"A wide variety of mesic forests and forest opening including forested roadsides. Of the three Dendrolycopodium species, this one appears to be most common in more northern forest types. Appears to do best in successional forests or sites with recent disturbances.",Herbaceous,Perennial
6255,Accepted Name,Dendrolycopodium hickeyi,"Dendrolycopodium hickeyi (W.H. Wagner, Beitel & R.C. Moran) A. Haines",Hickey’s tree clubmoss,Lycopodiaceae,Dendrolycopodium,hickeyi,"(W.H. Wagner, Beitel & R.C. Moran) A. Haines",,,Y,,5,N,Y,,,,,S5,,Vascular,Dry to mesic forests and forest edges. Compared to the other two Dendrolycopodium species it appears to do best in dry sandy soils but it is not limited to this habitat.,Herbaceous,Perennial
7048,Accepted Name,Dendrolycopodium obscurum,Dendrolycopodium obscurum (L.) A. Haines,flat-branched tree clubmoss,Lycopodiaceae,Dendrolycopodium,obscurum,(L.) A. Haines,,,Y,,5,N,Y,,,FACU,FACU,S5,,Vascular,"A wide variety of mesic forests and forest opening including forested roadsides. Most common in all but the coolest parts of New York. Appears to do best in successional forests, areas with thin soils, and sites with recent disturbances.",Herbaceous,Perennial
1229,Accepted Name,Dennstaedtia punctilobula,Dennstaedtia punctilobula (Michx.) T. Moore,hay-scented fern,Dennstaedtiaceae,Dennstaedtia,punctilobula,(Michx.) T. Moore,,,Y,,4,N,Y,,,FACU,UPL,S5,G5,Vascular,"Hardwood forests, fields with thin acidic soils, blueberry barrens, thickets, utility rights-of-way and logging roads. Often forming extensive dense patches.",Fern,Perennial
1245,Accepted Name,Deparia acrostichoides,Deparia acrostichoides (Sw.) M. Kato,silvery spleenwort,Athyriaceae,Deparia,acrostichoides,(Sw.) M. Kato,,,Y,,8,N,Y,,,FAC,FAC,S5,G5,Vascular,"Rich hardwood forests, and shale and fine talus slopes. A rich calcareous forest herb often in slightly wetter than mesic soils but soil moisture appears to be less critical than soil mineral content.",Fern,Perennial
1486,Accepted Name,Desmodium canadense,Desmodium canadense (L.) DC.,showy tick trefoil,Fabaceae,Desmodium,canadense,(L.) DC.,,,Y,,4,N,Y,,,FAC,FAC,S5,G5,Vascular,"Edges of forests, thickets, fields, rocky stream banks, and roadsides. Often in open habitats in dry coarse soils but sometimes in wet habitats at least seasonally.",Forb/herb,Perennial
1487,Accepted Name,Desmodium canescens,Desmodium canescens (L.) DC.,hoary tick trefoil,Fabaceae,Desmodium,canescens,(L.) DC.,,,Y,,10,N,Y,,,,,S4,G5,Vascular,,Forb/herb,Perennial
1483,Accepted Name,Desmodium cuspidatum,Desmodium cuspidatum (Muhl. ex Willd.) Loudon,large-bracted tick trefoil,Fabaceae,Desmodium,cuspidatum,(Muhl. ex Willd.) Loudon,,,Y,,7,N,Y,,,,,S5,G5,Vascular,,Forb/herb,Perennial
1480,Accepted Name,Desmodium marilandicum,Desmodium marilandicum (L.) DC.,smooth small-leaved tick trefoil,Fabaceae,Desmodium,marilandicum,(L.) DC.,,,Y,,5,N,Y,,,,,SNR,G5,Vascular,"Edges of forests, thickets, and fields with thin soils. Mostly in acidic coarse soils",Forb/herb,Perennial
1388,Accepted Name,Desmodium obtusum,Desmodium obtusum (Muhl. ex Willd.) DC.,rigid tick trefoil,Fabaceae,Desmodium,obtusum,(Muhl. ex Willd.) DC.,,,Y,,5,N,Y,Endangered-State,,,,S1,G4G5,Vascular,,Forb/herb,Perennial
1470,Accepted Name,Desmodium paniculatum,Desmodium paniculatum (L.) DC.,panicled tick trefoil,Fabaceae,Desmodium,paniculatum,(L.) DC.,,,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Edges of forests, edges of paths and roads through forests, and thickets. Usually in dry to dry-mesic soils.",Forb/herb,Perennial
1469,Accepted Name,Desmodium perplexum,Desmodium perplexum B.G. Schub.,confusing tick trefoil,Fabaceae,Desmodium,perplexum,B.G. Schub.,,,Y,,6,N,Y,,,,,S5,G5,Vascular,"Dry-mesic to mesic woodlands, edges of forests, and thickets.",Forb/herb,Perennial
1471,Accepted Name,Desmodium rotundifolium,Desmodium rotundifolium DC.,round-leaved tick trefoil,Fabaceae,Desmodium,rotundifolium,DC.,,,Y,,8,N,Y,,,,,S4,G5,Vascular,"Thin dry-mesic oak-hickory or oak dominated forests, edges of paths through forests, and bluffs. Usually not very abundant at a site.",Forb/herb,Perennial
1533,Accepted Name,Dicentra canadensis,Dicentra canadensis (Goldie) Walp.,squirrel corn,Papaveraceae,Dicentra,canadensis,(Goldie) Walp.,,,Y,,8,N,Y,,,,,S5,G5,Vascular,Rich mesic hardwood forests. In deep often calcareous soils and with an adjacent herbaceous flora that is dense and diverse.,Forb/herb,Perennial
1532,Accepted Name,Dicentra cucullaria,Dicentra cucullaria (L.) Bernh.,Dutchman’s breeches,Papaveraceae,Dicentra,cucullaria,(L.) Bernh.,,,Y,,8,N,Y,,,,,S5,G5,Vascular,Rich mesic hardwood forests. In deep often calcareous soils and with an adjacent herbaceous flora that is dense and diverse. Occurs in similar habitats to D. canadensis but also occurs in northern cooler more acidic environments.,Forb/herb,Perennial
2249,Accepted Name,Dichanthelium clandestinum,Dichanthelium clandestinum (L.) Gould,deer-tongue rosette grass,Poaceae,Dichanthelium,clandestinum,(L.) Gould,,,Y,,4,N,Y,,,FAC,FACW,S5,G5?,Vascular,"Forests and thickets in deep often alluvial mesic to wet-mesic soils including floodplains, banks of streams, and disturbed areas. Generally doing best in partly shaded areas.",Graminoid,
2248,Accepted Name,Dichanthelium commutatum ssp. ashei,Dichanthelium commutatum (Schult.) Gould ssp. ashei (T.G. Pearson ex Ashe) Freckmann & Lelong,Ashe’s rosette grass,Poaceae,Dichanthelium,commutatum,(Schult.) Gould,ssp. ashei,(T.G. Pearson ex Ashe) Freckmann & Lelong,Y,,8,N,Y,,,FACU,FAC,S5,G5,Vascular,,Graminoid,
2270,Accepted Name,Dichanthelium depauperatum,Dichanthelium depauperatum (Muhl.) Gould,poverty rosette grass,Poaceae,Dichanthelium,depauperatum,(Muhl.) Gould,,,Y,,6,N,Y,,,,,S5,G5,Vascular,"Open or partly open habitats with dry thin or well-drained sandy to rocky soils often with adjacent herbaceous vegetation thin including roadsides, barrens, rocky summits, and disturbed sites.",Graminoid,
